,const,linear_drift,scene_boxcar,scene_hrf
213.0,1.0,-0.8073270013568521,1.0,1.0
214.0,1.0,-0.8064224332881049,1.0,1.0
215.0,1.0,-0.8055178652193578,1.0,1.0
216.0,1.0,-0.8046132971506106,1.0,1.0
217.0,1.0,-0.8037087290818634,1.0,1.0
218.0,1.0,-0.8028041610131162,1.0,1.0
219.0,1.0,-0.8018995929443691,1.0,1.0
220.0,1.0,-0.8009950248756219,1.0,1.0
221.0,1.0,-0.8000904568068747,1.0,1.0
222.0,1.0,-0.7991858887381276,1.0,1.0
223.0,1.0,-0.7982813206693804,1.0,1.0
224.0,1.0,-0.7973767526006332,1.0,1.0
225.0,1.0,-0.7964721845318861,1.0,1.0
226.0,1.0,-0.7955676164631389,1.0,1.0
227.0,1.0,-0.7946630483943917,1.0,1.0
228.0,1.0,-0.7937584803256446,1.0,1.0
229.0,1.0,-0.7928539122568974,1.0,1.0
230.0,1.0,-0.7919493441881502,1.0,1.0
231.0,1.0,-0.791044776119403,1.0,1.0
232.0,1.0,-0.7901402080506559,1.0,1.0
233.0,1.0,-0.7892356399819086,1.0,1.0
234.0,1.0,-0.7883310719131614,1.0,1.0
235.0,1.0,-0.7874265038444143,1.0,1.0
236.0,1.0,-0.7865219357756671,1.0,1.0
237.0,1.0,-0.7856173677069199,1.0,1.0
238.0,1.0,-0.7847127996381728,1.0,1.0
239.0,1.0,-0.7838082315694256,1.0,1.0
240.0,1.0,-0.7829036635006784,1.0,1.0
241.0,1.0,-0.7819990954319312,1.0,1.0
242.0,1.0,-0.7810945273631841,1.0,1.0
243.0,1.0,-0.7801899592944369,1.0,1.0
244.0,1.0,-0.7792853912256897,1.0,1.0
245.0,1.0,-0.7783808231569426,1.0,1.0
246.0,1.0,-0.7774762550881954,1.0,1.0
247.0,1.0,-0.7765716870194482,1.0,1.0
248.0,1.0,-0.7756671189507011,1.0,1.0
249.0,1.0,-0.7747625508819539,1.0,1.0
250.0,1.0,-0.7738579828132067,1.0,1.0
251.0,1.0,-0.7729534147444596,1.0,1.0
252.0,1.0,-0.7720488466757124,1.0,1.0
